Header	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Eukaryotic-type_low-affinity_urea_transporter	0	0	0	9	0	1	40	3	1	1	4	2	0	44	4	11	10	2	11	20	66	347	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_ABC_transporter_ATPase_protein_UrtD	1803	1007	1476	1511	49	1332	771	1	0	0	0	0	13	0	0	2	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_ABC_transporter_ATPase_protein_UrtE	1029	566	795	888	22	751	430	0	114	0	0	0	23	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_ABC_transporter_permease_protein_UrtB	1918	1085	1545	1694	85	1434	864	0	1	0	0	0	38	0	0	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_ABC_transporter_permease_protein_UrtC	2065	1112	1586	1743	51	1511	1003	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_ABC_transporter_urea_binding_protein	2556	1589	1991	2146	107	1875	1320	0	0	0	0	0	28	0	0	2	6	0	4	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_carboxylase_(EC_6.3.4.6)	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urea_carboxylase-related_ABC_transporter_ATPase_protein	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Arginine;_urea_cycle_polyamines;f__Urea_decomposition;g__Urease_accessory_protein_UreG	1247	808	1055	1252	31	1035	716	1	1	1	2	0	17	20	0	2	1	0	6	8	38	263	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__2-hydroxyhepta-24-diene-17-dioate_isomerase_(EC_5.3.3.-)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__2-oxo-hepta-3-ene-17-dioic_acid_hydratase_(EC_4.2.-.-)	0	0	0	7	0	0	41	4	0	31	1	3	35	24	148	4	5	0	4	21	58	368	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__34-dihydroxyphenylacetate_23-dioxygenase_(EC_1.13.11.15)	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__4-hydroxyphenylpyruvate_dioxygenase_(EC_1.13.11.27)	0	0	3	36	216	1	0	0	0	0	0	0	84	1	1	0	0	0	2	1	0	3	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__5-oxopent-3-ene-125-tricarboxylate_decarboxylase.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Aromatic_amino_acid_transport_protein_AroP	662	182	337	439	347	328	141	0	0	0	0	0	95	0	0	2	3	0	2	1	6	175	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Homoprotocatechuate_degradative_operon_repressor	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Indoleacetamide_hydrolase_(EC_3.5.1.-)	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Phenylalanine_hydroxylase_transcriptional_activator_PhhR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Phenylalanine-specific_permease	0	0	0	1	306	0	0	0	0	0	0	0	44	0	2	0	81	0	0	0	0	1	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Predicted_2-keto-4-pentenoate_hydratase/2-oxohepta-3-ene-17-dioic_acid_hydratase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Putative_24-dihydroxyhept-2-ene-17-dioic_acid_aldolase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Putative_5-carboxymethyl-2-hydroxymuconate_semialdehyde_dehydrogenase_oxidoreductase_protein_(EC_1.2.1.60)	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Tryptophan_23-dioxygenase_(EC_1.13.11.11)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Tryptophan_2-monooxygenase_(EC_1.13.12.3)	8	2	4	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_degradation;g__Tryptophanase_(EC_4.1.99.1)	1	0	0	0	402	0	0	0	0	0	0	0	84	0	0	0	0	1	0	0	2	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_interconversions_with_aryl_acids;g__Indolepyruvate_ferredoxin_oxidoreductase_alpha_and_beta_subunits	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Aromatic_amino_acid_interconversions_with_aryl_acids;g__Phenylacetate-coenzyme_A_ligase_(EC_6.2.1.30)	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__4-amino_4-deoxyprephenate_dehydrogenase_(EC_1.3.1.-)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__4-amino-4-deoxychorismate_synthase_amidotransferase_component__aminase_component_(EC_2.6.1.-)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Anthranilate_synthase_amidotransferase_component_(EC_4.1.3.27)	1507	913	1114	1251	84	1160	706	1	113	9	1	0	3	3	17	7	14	0	1	1	8	113	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Anthranilate_synthase_aminase_component_(EC_4.1.3.27)	1873	966	1475	1843	338	1419	862	3	533	15	5	2	43	11	26	11	55	5	8	2	17	254	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Indole-3-glycerol_phosphate_synthase_(EC_4.1.1.48)	1618	0	1322	15	97	1293	5	8	6	41	2	7	22	3	33	4	46	4	1	2	14	186	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Isochorismatase_(EC_3.3.2.1)	3	0	4	4	217	0	231	768	131	445	596	650	315	1053	1292	577	1056	679	1193	1064	1332	1050	27
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Isochorismatase_(EC_3.3.2.1)_of_siderophore_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Isochorismate_synthase_(EC_5.4.4.2)	0	0	0	0	72	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	76	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Phosphoribosylanthranilate_isomerase_(EC_5.3.1.24)	13	7	13	16	186	3	8	9	543	26	0	5	42	6	36	8	4	0	1	2	9	219	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_(EC_5.3.1.16)	1005	582	743	867	185	749	453	7	316	38	4	10	35	20	3	5	23	0	3	8	63	394	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate:_Intermediate_for_synthesis_of_Tryptophan_PAPA_antibiotics_PABA_3-hydroxyanthranilate_and_more.;g__Tryptophan_synthase_beta_chain_like_(EC_4.2.1.20)	31	6	14	7	57	7	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_alpha_(EC_2.5.1.54)	3599	1971	2767	3099	636	2533	1572	2	1	0	0	0	89	0	0	3	8	3	1	3	2	25	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__3-dehydroquinate_synthase_(EC_4.2.3.4)	2397	1428	2014	2206	331	1912	1885	948	529	1046	876	460	299	877	933	801	1074	734	1203	937	890	1391	81
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__5-Enolpyruvylshikimate-3-phosphate_synthase_(EC_2.5.1.19)	2235	766	1618	1158	282	1672	1346	132	475	1135	883	76	295	1013	99	955	1383	187	1443	209	1431	681	13
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__Chorismate_mutase_I_(EC_5.4.99.5)	934	559	697	686	124	729	446	3	85	6	0	1	55	1	25	1	25	0	0	0	2	27	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__Cyclohexadienyl_dehydrogenase_(EC_1.3.1.12)(EC_1.3.1.43)	1	0	0	16	126	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__Prephenate_and/or_arogenate_dehydrogenase_(unknown_specificity)_(EC_1.3.1.12)(EC_1.3.1.43)	0	0	0	4	0	0	0	31	276	0	1	35	18	6	1	48	18	1	55	59	32	1	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__Prephenate_dehydratase_(EC_4.2.1.51)	1304	735	1143	1352	180	938	1086	536	334	514	388	354	165	697	626	536	787	470	783	789	787	1006	36
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Chorismate_Synthesis;g__Prephenate_dehydrogenase_(EC_1.3.1.12)	30	6	14	12	2	7	25	155	86	1041	763	98	48	930	175	132	163	147	1326	173	960	317	8
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	3	2	4	3	6	0	618	1153	697	1580	1047	821	376	1316	1420	1235	1470	1167	1878	1420	1689	1930	84
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_II_(EC_2.5.1.54)	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	4	103	0	3	0	3	118	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__3-dehydroquinate_dehydratase_I_(EC_4.2.1.10)	16	3	10	5	108	6	362	409	432	337	270	290	108	569	588	277	447	331	666	587	641	837	12
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__3-dehydroquinate_dehydratase_II_(EC_4.2.1.10)	806	432	587	704	18	634	322	0	3	0	0	0	0	3	0	5	48	0	1	0	1	69	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Chorismate_synthase_(EC_4.2.3.5)	1356	223	1135	404	225	1117	662	1222	311	1401	982	601	404	1346	1280	1169	1636	1007	1812	1374	1497	2018	122
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Quinate/shikimate_5-dehydrogenase_I_delta_(EC_1.1.1.25)	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Shikimate_5-dehydrogenase_I_alpha_(EC_1.1.1.25)	1518	803	1208	714	269	1159	703	2	448	37	1	2	78	10	11	54	25	8	156	73	34	178	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Shikimate_5-dehydrogenase_I_gamma_(EC_1.1.1.25)	2	0	0	0	0	0	0	0	1	0	0	0	31	0	0	0	94	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Shikimate_kinase_III_(EC_2.7.1.71)	0	0	0	0	143	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Transcriptional_repressor_protein_TrpR	0	0	0	0	100	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate);g__Transcriptional_repressor_protein_TyrR	0	0	0	0	241	0	2	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Arogenate_dehydrogenase_(EC_1.3.1.43)	1540	942	1291	1547	71	1136	754	0	0	0	0	0	0	0	0	3	49	0	0	0	0	23	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)	1809	579	1451	877	306	1425	912	0	394	0	0	0	62	0	1	2	2	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Biosynthetic_Aromatic_amino_acid_aminotransferase_beta_(EC_2.6.1.57)	22	3	9	31	1	8	75	4	206	37	7	7	13	41	250	15	18	0	8	11	65	436	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Chorismate_mutase_(EC_5.4.99.5)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Chorismate_mutase_II_(EC_5.4.99.5)	15	3	3	6	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Cyclohexadienyl_dehydratase_(EC_4.2.1.51)(EC_4.2.1.91)	0	0	2	3	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	3	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Phenylalanine_and_Tyrosine_Branches_from_Chorismate;g__Periplasmic_aromatic_amino_acid_aminotransferase_beta_precursor_(EC_2.6.1.57)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Tryptophan_catabolism;g__2-amino-3-carboxymuconate-6-semialdehyde_decarboxylase_(EC_4.1.1.45)	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Tryptophan_catabolism;g__2-aminomuconate_deaminase_(EC_3.5.99.5)	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Tryptophan_catabolism;g__2-aminomuconate_semialdehyde_dehydrogenase_(EC_1.2.1.32)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Tryptophan_catabolism;g__Kynureninase_(EC_3.7.1.3)	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Tryptophan_synthesis;g__Acting_phosphoribosylanthranilate_isomerase_(EC_5.3.1.24)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1
c__Amino_Acids_and_Derivatives;o__Aromatic_amino_acids_and_derivatives;f__Tryptophan_synthesis;g__Tryptophan_synthase_beta_chain_(EC_4.2.1.20)	1399	826	1099	1254	243	1033	667	19	617	71	12	18	72	29	236	19	71	4	14	17	60	455	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__3-hydroxyacyl-CoA_dehydrogenase_[isoleucine_degradation]_(EC_1.1.1.35)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__3-hydroxyisobutyrate_dehydrogenase_(EC_1.1.1.31)	1	0	1	27	0	3	1	0	0	6	0	0	3	0	1	0	0	0	0	0	0	1	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Branched-chain_alpha-keto_acid_dehydrogenase_E1_component_beta_subunit_(EC_1.2.4.4)	42	6	18	57	2	6	563	4	1	16	6	8	9	33	27	9	25	0	6	16	55	376	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)	43	8	28	46	5	3	696	4	3	10	7	5	6	44	26	19	96	0	21	15	121	664	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Enoyl-CoA_hydratase_[valine_degradation]_(EC_4.2.1.17)	0	0	1	16	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Methylcrotonyl-CoA_carboxylase_biotin-containing_subunit_(EC_6.4.1.4)	16	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Methylmalonate-semialdehyde_dehydrogenase_(EC_1.2.1.27)	0	0	0	31	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Predicted_transcriptional_regulator_LiuR_of_leucine_degradation_pathway_MerR_family	9	2	2	8	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched_chain_amino_acid_degradation_regulons;g__Transcriptional_regulator_BkdR_of_isoleucine_and_valine_catabolism_operon	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched-Chain_Amino_Acid_Biosynthesis;g__(R)-citramalate_synthase_(EC_2.3.1.182)	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched-Chain_Amino_Acid_Biosynthesis;g__3-isopropylmalate_dehydratase_large_subunit_(EC_4.2.1.33)	3072	1722	2295	2518	358	2214	1708	16	439	37	3	14	83	141	241	87	207	8	41	74	199	993	1
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched-Chain_Amino_Acid_Biosynthesis;g__Dihydroxy-acid_dehydratase_(EC_4.2.1.9)	3364	1845	2483	3021	631	2459	1703	12	762	28	15	14	212	45	359	23	246	3	25	121	179	1057	1
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched-Chain_Amino_Acid_Biosynthesis;g__Leucine_dehydrogenase_(EC_1.4.1.9)	28	7	12	4	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched-Chain_Amino_Acid_Biosynthesis;g__Threonine_dehydratase_(EC_4.3.1.19)	37	9	18	21	0	8	5	0	752	0	0	0	0	0	0	1	30	3	2	4	0	31	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Branched-Chain_Amino_Acid_Biosynthesis;g__Threonine_dehydratase_biosynthetic_(EC_4.3.1.19)	70	16	26	12	368	18	487	31	3	66	25	34	106	358	173	207	153	8	83	92	277	1704	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__HMG_CoA_Synthesis;g__Acetoacetyl-CoA_synthetase_[leucine]_(EC_6.2.1.16)	0	0	0	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__HMG_CoA_Synthesis;g__Hydroxymethylglutaryl-CoA_lyase_(EC_4.1.3.4)	3	0	1	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__HMG_CoA_Synthesis;g__Isovaleryl-CoA_dehydrogenase_(EC_1.3.99.10)	2	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__HMG_CoA_Synthesis;g__Methylglutaconyl-CoA_hydratase_(EC_4.2.1.18)	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Isoleucine_degradation;g__3-ketoacyl-CoA_thiolase_(EC_2.3.1.16)	9	1	6	9	259	2	274	57	56	47	1	22	131	13	533	5	5	0	2	5	1	150	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Isoleucine_degradation;g__Acyl-CoA_dehydrogenase_short-chain_specific_(EC_1.3.99.2)	30	9	10	35	24	8	11	0	0	1	0	0	20	0	21	0	1	0	0	0	3	1	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Isoleucine_degradation;g__Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)	33	4	12	19	1	10	86	9	0	23	3	2	12	20	32	9	105	2	7	9	50	330	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Isoleucine_degradation;g__Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Amino_Acids_and_Derivatives;o__Branched-chain_amino_acids;f__Leucine_Biosynthesis;g__2-isopropylmalate_synthase_(EC_2.3.3.13)	4119	2197	3049	3535	479	2957	2125	13	546	39	15	5	129	64	295	45	170	6	33	68	156	953	0
